co_fat_cidadao_pec,no_cidadao,dt_registro_nascimento,ds_sexo,nu_cns,nu_cpf_cidadao,nu_telefone_celular,st_faleceu,dt_ultima_atualizacao_cidadao,st_diabetes_diagnosticada,st_hipertensao_diagnosticada,nu_ine,no_equipe,data_ultimo_atend_individual,equipe_ine_atendimento,equipe_nome_atendimento,nu_atend_ubs_ultimos_12_meses,data_transmissao
700904,FULANO MESQUITA DA GUIMARAES,1991-03-12,MASCULINO,772979450065123,52593869900,(14) 94828-9943,0,2025-06-13 11:45:00,0,0,0001234567,ESF  1 ,2024-07-29,0001234567,ESF  1 ,0,2026-08-01
700905,CICRANA DE REZENDE,1994-08-10,FEMININO,712260262847366,13535119520,(11) 91292-2443,0,2026-07-11 15:45:00,0,0,0001234569,ESF 3,2022-12-05,0001234569,ESF 3,0,2026-08-01
700906,BELTRANA FURTADO DA ORNELAS,1946-03-07,FEMININO,855806898692664,99041489534,(15) 99844-4126,0,2025-12-04 09:50:00,0,0,0001234572,ESF 5,2025-03-30,0001234572,ESF 5,0,2026-08-01
700907,SICRANA BANDEIRA,1964-03-12,FEMININO,887274972540393,60284278107,(17) 91987-8412,0,2025-03-20 15:00:00,0,0,0001234573,ESF 7,2023-10-04,0001234573,ESF 7,0,2026-08-01
700908,SICRANA BITTENCOURT DA HUNGRIA,1963-09-08,FEMININO,851897452513543,86517393201,(13) 99281-7131,0,2025-02-04 10:00:00,0,0,0001234570,ESF 4,2022-07-08,0001234570,ESF 4,0,2026-08-01
700909,FULANO MESQUITA ESCOBAR,2008-08-18,MASCULINO,832633925624874,31814831330,(16) 94752-1969,0,2025-08-01 15:40:00,0,0,0001234571,ESF 5,2026-01-23,0001234571,ESF 5,3,2026-08-01
700910,SICRANA ESTEVES REZENDE,1985-10-13,FEMININO,783777326276014,44121079656,(11) 98250-4019,0,2025-03-24 14:40:00,0,0,0001234573,ESF 7,2025-12-25,0001234573,ESF 7,1,2026-08-01
700911,SICRANA XAVIER DELGADO,1966-11-06,FEMININO,891536894424423,05010454140,(19) 96283-6536,0,2026-05-01 12:20:00,0,0,0001234573,ESF 7,2025-04-11,0001234573,ESF 7,0,2026-08-01
700912,CICRANA DANTAS CARVALHO,2021-01-12,FEMININO,814757369335224,06516350206,(16) 97100-5584,0,2025-12-23 15:10:00,0,0,0001234572,ESF 5,2025-04-06,0001234572,ESF 5,0,2026-08-01
700913,CICRANA VALADARES DE NOVAES,1938-05-06,FEMININO,875635887333511,72682957821,(13) 98804-5461,0,2025-02-16 15:40:00,0,0,0001234570,ESF 4,2025-12-24,0001234570,ESF 4,1,2026-08-01
700914,CICRANA NOVAES,1979-05-09,FEMININO,782887768245903,33547727198,(18) 93215-3847,0,2025-10-20 08:30:00,0,0,0001234570,ESF 4,2025-10-10,0001234570,ESF 4,1,2026-08-01
700915,FULANA DA ALBUQUERQUE,1973-05-13,FEMININO,714990464119403,09812728784,(11) 95552-5711,0,2026-01-12 15:20:00,0,0,0001234571,ESF 5,2025-01-24,0001234571,ESF 5,0,2026-08-01
700916,SICRANA ZAMBONI,1992-03-30,FEMININO,804200543563184,08569162422,(14) 97270-9100,0,2025-06-26 16:50:00,0,0,0001234567,ESF  1 ,2025-11-04,0001234567,ESF  1 ,4,2026-08-01
700917,SICRANA CARVALHO,1971-11-01,FEMININO,793608366315456,06635784005,(15) 98136-6055,0,2025-09-26 13:40:00,0,0,0001234570,ESF 4,2026-01-29,0001234570,ESF 4,1,2026-08-01
700918,CICRANA MARINHO,1977-07-23,FEMININO,793245426984798,07868178796,(15) 98743-6728,0,2025-06-12 11:00:00,0,0,0001234570,ESF 4,2024-08-23,0001234570,ESF 4,0,2026-08-01
700919,CICRANA CORDEIRO QUINTELA,1952-12-25,FEMININO,885052393674077,53008921494,(16) 97697-5770,0,2025-06-28 12:40:00,0,0,0001234572,ESF 5,2025-06-15,0001234572,ESF 5,0,2026-08-01
700920,FULANO SALGADO BANDEIRA,2018-06-28,MASCULINO,751921228059084,60098961773,(19) 97524-2833,0,2025-06-27 10:20:00,1,0,0001234573,ESF 7,2024-11-04,0001234573,ESF 7,0,2026-08-01
700921,FULANO ESTEVES,1973-04-09,MASCULINO,857219145435100,22471243054,(19) 98888-4391,0,2026-06-08 09:15:00,0,0,0001234572,ESF 5,2024-09-11,0001234572,ESF 5,0,2026-08-01
700922,SICRANO PORTELA DA QUEIROZ,1979-01-29,MASCULINO,868538000207549,57804531100,(17) 91359-7380,0,2025-06-17 11:10:00,0,0,0001234570,ESF 4,2025-09-07,0001234570,ESF 4,1,2026-08-01
700923,BELTRANO DANTAS,2015-05-02,MASCULINO,846714111781694,92561629385,(16) 94523-8058,0,2024-12-30 11:50:00,0,0,0001234571,ESF 5,2025-10-22,0001234571,ESF 5,1,2026-08-01
700924,FULANO VASCONCELOS DE LOUREIRO,2005-09-21,MASCULINO,755135079115347,60613231075,(12) 94911-6037,0,2024-11-22 10:20:00,1,0,0001234568,ESF 2,2026-02-12,0001234568,ESF 2,3,2026-08-01
700925,SICRANO ZAMBONI,1984-08-04,MASCULINO,888339657836256,81655887298,(11) 94489-2546,0,2026-05-13 10:20:00,0,0,0001234567,ESF  1 ,2025-12-11,0001234567,ESF  1 ,1,2026-08-01
700926,FULANO DANTAS MARINHO,2024-02-10,MASCULINO,733011547150421,38712527191,(15) 99071-6518,0,2025-03-21 15:15:00,1,0,0001234568,ESF 2,,,,0,2026-08-01
700927,CICRANA ZAMBONI MARINHO,1964-08-28,FEMININO,712083843437238,19870239430,(14) 97285-3421,0,2026-04-12 10:10:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700928,BELTRANA ESTEVES DA CORDEIRO,1972-05-08,FEMININO,701439190395145,51286868506,(19) 93485-8666,0,2024-10-31 10:20:00,0,0,0001234570,ESF 4,2024-02-24,0001234570,ESF 4,0,2026-08-01
700929,CICRANO QUEIROZ SALGADO,1979-06-09,MASCULINO,839667465814895,40050402502,(19) 93065-7666,0,2025-12-01 10:10:00,0,0,0001234570,ESF 4,2024-01-22,0001234570,ESF 4,0,2026-08-01
700930,BELTRANO PORTELA ZAMBONI,1946-08-03,MASCULINO,867449152399196,00365431797,(16) 93607-3657,0,2025-05-14 13:50:00,0,0,0001234573,ESF 7,2025-03-05,0001234573,ESF 7,0,2026-08-01
700931,FULANA FURTADO DE LOUREIRO,1960-01-06,FEMININO,862437003386190,32020217709,(16) 91670-6727,0,2026-02-12 10:50:00,0,0,0001234571,ESF 5,2025-04-02,0001234571,ESF 5,0,2026-08-01
700932,CICRANA DA ALBUQUERQUE,2021-12-14,FEMININO,770822489130527,40441875506,(14) 93520-7892,0,2025-08-27 13:45:00,0,0,0001234570,ESF 4,2026-02-12,0001234570,ESF 4,1,2026-08-01
700933,CICRANA DOS NOVAES,1949-05-04,FEMININO,841642623567639,24679438798,(13) 93065-2337,0,2025-03-21 16:00:00,0,0,0001234572,ESF 5,2023-06-13,0001234572,ESF 5,0,2026-08-01
700934,BELTRANA VASCONCELOS DA SALGADO,1995-08-18,FEMININO,753113544376336,20098322801,(12) 96601-8277,0,2025-10-19 15:00:00,0,0,0001234567,ESF  1 ,2025-02-22,0001234567,ESF  1 ,0,2026-08-01
700935,CICRANO DA CORDEIRO,1988-05-08,MASCULINO,766217602321138,17654842351,(17) 98504-1814,0,2025-03-08 10:10:00,0,0,0001234570,ESF 4,2024-01-03,0001234570,ESF 4,0,2026-08-01
700936,BELTRANA DOS HUNGRIA,2000-11-02,FEMININO,896120180507774,60730653537,(13) 92969-2315,0,2024-12-25 09:20:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700937,SICRANO BITTENCOURT DA ESTEVES,1963-10-19,MASCULINO,818825347265439,42567280074,(16) 94664-7154,0,2026-07-13 16:20:00,0,0,0001234567,ESF  1 ,2024-09-23,0001234567,ESF  1 ,0,2026-08-01
700938,BELTRANA DE ORNELAS,1959-02-24,FEMININO,842632154343276,94001083036,(16) 94985-3868,0,2024-10-04 15:50:00,0,0,0001234569,ESF 3,2025-12-07,0001234569,ESF 3,2,2026-08-01
700939,CICRANA CORDEIRO DOS ORNELAS,2020-03-03,FEMININO,764504481839101,41065637200,(15) 92153-2605,0,2025-06-22 09:00:00,0,0,0001234571,ESF 5,2023-06-09,0001234571,ESF 5,0,2026-08-01
700940,CICRANO SAMPAIO DELGADO,2010-05-31,MASCULINO,743373060073153,46344415607,(17) 94561-6210,0,2026-07-12 09:50:00,0,0,0001234572,ESF 5,2025-09-09,0001234572,ESF 5,1,2026-08-01
700941,BELTRANO DE QUINTELA,2001-06-06,MASCULINO,804244136290290,58587519701,(19) 91466-7646,0,2026-07-16 14:45:00,0,0,0001234572,ESF 5,2025-12-03,0001234572,ESF 5,1,2026-08-01
700942,BELTRANO PEIXOTO REZENDE,1982-01-12,MASCULINO,839946572756839,22782946600,(11) 99187-5500,0,2025-04-10 08:00:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700943,SICRANA DE ORNELAS,1989-06-14,FEMININO,818816164383518,08712812286,(13) 94019-5707,0,2026-02-26 10:50:00,1,0,0001234569,ESF 3,2026-03-11,0001234569,ESF 3,3,2026-08-01
700944,CICRANA PORTELA FONTOURA,1939-08-02,FEMININO,874988682027013,40357853181,(18) 97350-1992,0,2025-11-11 09:40:00,0,0,0001234568,ESF 2,2026-03-07,0001234568,ESF 2,1,2026-08-01
700945,CICRANA CORDEIRO TEIXEIRA,1972-09-12,FEMININO,750770565719596,62629291261,(19) 95368-6047,0,2024-12-10 14:30:00,0,0,0001234569,ESF 3,2025-11-24,0001234569,ESF 3,2,2026-08-01
700946,BELTRANA DA HUNGRIA,1974-01-08,FEMININO,890642187288327,32265836380,(13) 93077-4574,0,2026-07-20 10:30:00,0,0,0001234573,ESF 7,2026-05-08,0001234573,ESF 7,2,2026-08-01
700947,BELTRANO JARDIM,1972-07-11,MASCULINO,868258607895678,53511596433,(12) 98606-6512,0,2024-10-25 11:20:00,0,0,0001234573,ESF 7,2024-10-10,0001234573,ESF 7,0,2026-08-01
700948,SICRANA REZENDE MESQUITA,1950-07-04,FEMININO,759986560943649,57372501807,(14) 92784-1259,0,2026-04-14 10:15:00,0,0,0001234567,ESF  1 ,2025-07-30,0001234567,ESF  1 ,0,2026-08-01
700949,FULANA LOUREIRO,1937-10-13,FEMININO,887403786384578,33279012016,(15) 98569-1592,0,2025-07-23 14:10:00,0,0,0001234572,ESF 5,2026-04-13,0001234572,ESF 5,1,2026-08-01
700950,BELTRANO MARINHO,2014-03-10,MASCULINO,759349677522470,88175891603,(16) 97066-2170,0,2025-05-03 14:30:00,0,0,0001234569,ESF 3,2025-05-27,0001234569,ESF 3,0,2026-08-01
700951,CICRANA DOS BANDEIRA,2001-04-11,FEMININO,831134506958115,68191361451,(19) 93285-5121,0,2026-07-16 16:40:00,0,0,0001234570,ESF 4,2026-01-28,0001234570,ESF 4,1,2026-08-01
700952,BELTRANO QUEIROZ TEIXEIRA,1953-08-05,MASCULINO,852675672004436,75253683845,(18) 93766-6016,0,2024-12-20 14:00:00,0,0,0001234568,ESF 2,2023-11-13,0001234568,ESF 2,0,2026-08-01
700953,SICRANO ESCOBAR SALGADO,1975-09-15,MASCULINO,830867902058120,34412535909,(12) 94121-4290,0,2026-01-11 16:40:00,0,0,0001234570,ESF 4,2025-10-02,0001234570,ESF 4,1,2026-08-01
700954,FULANA VALADARES,1940-06-21,FEMININO,744885524639406,60804554715,(18) 91558-1762,0,2025-02-05 12:40:00,0,0,0001234569,ESF 3,2024-04-30,0001234569,ESF 3,0,2026-08-01
700955,SICRANO BITTENCOURT DA CORDEIRO,2004-11-12,MASCULINO,852382430323327,89215928651,(19) 95330-8038,0,2025-06-07 12:15:00,1,0,0001234573,ESF 7,2024-05-29,0001234573,ESF 7,0,2026-08-01
700956,SICRANA SAMPAIO,2021-06-08,FEMININO,742705918580653,16659393545,(11) 97392-3129,0,2025-03-08 08:50:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700957,SICRANO DOS ESTEVES,1951-10-03,MASCULINO,750230425789331,34918781102,(15) 93180-4258,0,2024-09-21 15:15:00,0,0,0001234567,ESF  1 ,2024-01-28,0001234567,ESF  1 ,0,2026-08-01
700958,CICRANO MESQUITA DA SALGADO,1993-08-22,MASCULINO,780756206104670,37551108069,(16) 91603-4416,0,2025-03-02 15:10:00,0,0,0001234569,ESF 3,2026-04-29,0001234569,ESF 3,1,2026-08-01
700959,FULANA TEIXEIRA,2012-03-24,FEMININO,822193487441811,94754051000,(19) 99712-6944,0,2025-10-13 13:50:00,0,0,0001234572,ESF 5,2025-09-08,0001234572,ESF 5,1,2026-08-01
700960,BELTRANA ALBUQUERQUE DELGADO,1938-04-18,FEMININO,801130879219107,57752864057,(13) 97866-7081,0,2025-04-17 14:40:00,0,0,0001234571,ESF 5,2023-12-19,0001234571,ESF 5,0,2026-08-01
700961,BELTRANA DOS FONTOURA,1948-11-23,FEMININO,718708830972965,29447094296,(15) 98389-4333,0,2025-10-13 13:40:00,0,0,0001234568,ESF 2,2026-02-20,0001234568,ESF 2,3,2026-08-01
700962,SICRANO DOS XAVIER,1956-12-21,MASCULINO,721416367309954,53350329528,(13) 92703-1359,0,2026-05-07 09:45:00,0,0,0001234569,ESF 3,2023-08-25,0001234569,ESF 3,0,2026-08-01
700963,FULANA CORDEIRO DOS GALVAO,1969-02-27,FEMININO,818842857814819,07971111828,(16) 99632-9377,0,2026-02-24 11:40:00,0,0,0001234568,ESF 2,2023-02-02,0001234568,ESF 2,0,2026-08-01
700964,BELTRANA QUEIROZ DOS JARDIM,2000-06-05,FEMININO,838683512354904,16943003152,(18) 98658-4114,0,2026-03-19 12:30:00,0,0,0001234569,ESF 3,2023-07-05,0001234569,ESF 3,0,2026-08-01
700965,FULANO DA VASCONCELOS,1960-01-13,MASCULINO,859422831512268,74265298606,(15) 91312-3607,0,2025-12-18 10:40:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700966,SICRANO ZAMBONI DANTAS,2020-05-05,MASCULINO,762727364234811,25143541531,(13) 94010-4114,0,2026-07-29 12:40:00,1,0,0001234569,ESF 3,2025-05-30,0001234569,ESF 3,0,2026-08-01
700967,SICRANA ALBUQUERQUE DA QUEIROZ,1964-02-16,FEMININO,837889726926128,26555399407,(11) 94395-8836,0,2025-12-29 11:45:00,0,0,0001234567,ESF  1 ,2026-05-12,0001234567,ESF  1 ,2,2026-08-01
700968,FULANO QUEIROZ DA VALADARES,1975-03-10,MASCULINO,850581225744977,95724370469,(14) 99992-7946,0,2024-12-04 09:15:00,0,0,0001234570,ESF 4,2024-02-27,0001234570,ESF 4,0,2026-08-01
700969,SICRANA LACERDA DA MARINHO,1984-07-14,FEMININO,892421603669548,20555973884,(18) 99699-9851,0,2026-04-07 13:30:00,0,0,0001234567,ESF  1 ,2026-02-16,0001234567,ESF  1 ,1,2026-08-01
700970,BELTRANA CORDEIRO TEIXEIRA,1996-05-27,FEMININO,756237188439421,80596818182,(15) 94212-5113,0,2025-10-07 11:40:00,0,0,0001234567,ESF  1 ,2025-06-10,0001234567,ESF  1 ,0,2026-08-01
700971,SICRANO MARINHO,1956-03-24,MASCULINO,745740607748597,37435167054,(19) 93084-9003,0,2026-06-25 12:50:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700972,CICRANA ZAMBONI SAMPAIO,1994-06-11,FEMININO,872747313991172,02338078889,(17) 95818-1461,0,2024-12-31 12:40:00,0,0,0001234569,ESF 3,2022-09-09,0001234569,ESF 3,0,2026-08-01
700973,SICRANA DA TAVARES,1937-08-27,FEMININO,704467023698036,31969786567,(14) 96574-5464,0,2025-12-28 08:30:00,0,0,0001234567,ESF  1 ,2025-01-30,0001234567,ESF  1 ,0,2026-08-01
700974,SICRANO PORTELA DA SALGADO,2019-09-15,MASCULINO,866024127655040,48752369219,(16) 91335-6004,0,2026-03-28 08:00:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700975,FULANA VASCONCELOS SAMPAIO,1974-11-15,FEMININO,709168348352846,45809305505,(18) 96184-4406,0,2026-01-19 16:30:00,0,0,0001234567,ESF  1 ,2022-12-13,0001234567,ESF  1 ,0,2026-08-01
700976,BELTRANO FONTOURA ORNELAS,1979-02-06,MASCULINO,873739400746194,72559201799,(16) 95508-7095,0,2026-07-26 12:40:00,0,0,0001234568,ESF 2,2022-07-11,0001234568,ESF 2,0,2026-08-01
700977,SICRANA DA FONTOURA,2018-02-01,FEMININO,816299831160114,15049249164,(19) 93161-5657,0,2024-11-11 14:30:00,0,0,0001234568,ESF 2,2024-05-22,0001234568,ESF 2,0,2026-08-01
700978,BELTRANO DE DANTAS,1978-06-18,MASCULINO,888698672933117,66492885008,(12) 97121-3271,0,2025-09-14 10:40:00,0,0,0001234572,ESF 5,2024-10-03,0001234572,ESF 5,0,2026-08-01
700979,FULANA LOUREIRO DE ORNELAS,2009-08-04,FEMININO,889115574958139,67053961568,(14) 92802-5123,0,2025-12-13 16:50:00,0,0,0001234572,ESF 5,2024-03-01,0001234572,ESF 5,0,2026-08-01
700980,SICRANA ESTEVES,1953-04-17,FEMININO,734316581783795,75680821801,(12) 96518-1560,0,2026-02-17 16:45:00,1,0,0001234567,ESF  1 ,2025-01-10,0001234567,ESF  1 ,0,2026-08-01
700981,CICRANO JARDIM DOS QUEIROZ,1986-09-04,MASCULINO,882831519131321,85808212236,(16) 99875-9745,0,2025-10-13 09:20:00,0,0,0001234571,ESF 5,2026-05-16,0001234571,ESF 5,2,2026-08-01
700982,BELTRANA DA NOGUEIRA,2022-11-05,FEMININO,779151031201128,61606536444,(17) 93766-2898,0,2025-03-09 08:00:00,0,0,0001234572,ESF 5,2024-10-17,0001234572,ESF 5,0,2026-08-01
700983,CICRANO XAVIER DE NOVAES,1986-04-24,MASCULINO,791273806362704,25331844465,(15) 93774-5390,0,2025-02-14 11:45:00,0,0,0001234572,ESF 5,2024-05-11,0001234572,ESF 5,0,2026-08-01
700984,CICRANA NOVAES,1971-02-21,FEMININO,821570535486473,89400356821,(11) 94083-7561,0,2024-08-31 11:15:00,0,0,0001234567,ESF  1 ,2026-07-16,0001234567,ESF  1 ,2,2026-08-01
700985,FULANO DA BITTENCOURT,1999-02-27,MASCULINO,767529458825722,00391139909,(15) 95194-9017,0,2026-04-20 13:30:00,0,0,0001234570,ESF 4,2024-09-05,0001234570,ESF 4,0,2026-08-01
700986,BELTRANO FONTOURA MARINHO,1993-06-02,MASCULINO,730445134923429,28139138127,(11) 98951-1768,0,2026-02-18 08:10:00,0,0,0001234568,ESF 2,2025-07-06,0001234568,ESF 2,0,2026-08-01
700987,SICRANO DOS ESCOBAR,1995-08-17,MASCULINO,789666981806821,51199316777,(18) 96009-6316,0,2024-11-19 11:00:00,0,0,0001234568,ESF 2,2023-02-17,0001234568,ESF 2,0,2026-08-01
700988,BELTRANO GALVAO DE BITTENCOURT,1983-10-17,MASCULINO,885563167034956,04563778835,(11) 92014-1689,0,2026-06-09 13:10:00,0,0,0001234567,ESF  1 ,2025-03-26,0001234567,ESF  1 ,0,2026-08-01
700989,BELTRANA SALGADO DOS QUEIROZ,1991-07-11,FEMININO,823224896130489,46333871207,(14) 96946-6805,0,2025-06-11 11:00:00,0,0,0001234571,ESF 5,2023-09-11,0001234571,ESF 5,0,2026-08-01
700990,SICRANA HUNGRIA VALADARES,1988-02-28,FEMININO,775338430036664,72132831891,(14) 99658-4806,0,2025-07-01 12:00:00,0,0,0001234569,ESF 3,2026-04-16,0001234569,ESF 3,2,2026-08-01
700991,,1973-11-22,FEMININO,859505873698839,44230172614,(18) 99013-8566,0,2025-02-08 13:00:00,0,0,0001234570,ESF 4,2022-10-31,0001234570,ESF 4,0,2026-08-01
700992,BELTRANO CARVALHO QUEIROZ,1964-02-19,MASCULINO,880296653224623,28058287556,(15) 91389-4266,0,2026-03-30 16:00:00,0,0,0001234573,ESF 7,2025-11-22,0001234573,ESF 7,3,2026-08-01
700993,FULANO ALBUQUERQUE,1975-03-05,MASCULINO,741859512709240,94873660247,(15) 98287-9080,0,2026-03-08 08:00:00,0,0,0001234570,ESF 4,2022-11-11,0001234570,ESF 4,0,2026-08-01
700994,BELTRANA TEIXEIRA DA VALADARES,1960-06-15,FEMININO,777688154649884,76410442557,(16) 91335-5272,0,2025-08-22 10:30:00,1,0,0001234567,ESF  1 ,2026-03-08,0001234567,ESF  1 ,1,2026-08-01
700995,CICRANO CARVALHO DA VASCONCELOS,1958-04-21,MASCULINO,756854486083672,91005961833,(12) 93843-5154,0,2026-06-03 14:15:00,0,0,0001234569,ESF 3,2025-06-10,0001234569,ESF 3,0,2026-08-01
700996,SICRANA DE ESCOBAR,1994-09-03,FEMININO,860243735005197,62488667677,(17) 93510-1215,0,2024-09-01 12:10:00,0,0,0001234571,ESF 5,2023-04-17,0001234571,ESF 5,0,2026-08-01
700997,FULANA JARDIM DA VALADARES,1984-04-09,FEMININO,732164227415783,23636435427,(17) 99890-1266,0,2025-07-20 14:50:00,1,0,0001234570,ESF 4,2026-06-19,0001234570,ESF 4,2,2026-08-01
700998,BELTRANO HUNGRIA DA NOVAES,1950-02-23,MASCULINO,856838715054915,13803210501,(12) 92853-9669,0,2025-12-07 10:45:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700999,CICRANA ESCOBAR DA REZENDE,1956-09-03,FEMININO,734319009795765,80740875818,(17) 97090-8227,0,2025-11-18 09:10:00,0,0,0001234570,ESF 4,2025-06-10,0001234570,ESF 4,0,2026-08-01
701000,CICRANO ORNELAS,2023-02-25,MASCULINO,791766125281351,07194805902,(16) 93572-5599,0,2026-04-10 15:50:00,0,0,0001234573,ESF 7,2025-06-06,0001234573,ESF 7,0,2026-08-01
701001,FULANA PORTELA,1976-01-26,FEMININO,820849253188124,73050647699,(19) 91518-7664,0,2025-03-31 11:45:00,0,0,0001234573,ESF 7,2024-02-29,0001234573,ESF 7,0,2026-08-01
701002,SICRANA DOS BITTENCOURT,2014-10-11,FEMININO,818850146432810,83963744813,(17) 92043-9746,0,2026-06-01 11:40:00,0,0,0001234567,ESF  1 ,2025-09-28,0001234567,ESF  1 ,1,2026-08-01
701003,CICRANA GUIMARAES REZENDE,1993-04-01,FEMININO,859904761495239,88725589645,(11) 98758-4551,0,2025-04-15 16:30:00,0,0,0001234570,ESF 4,2024-04-20,0001234570,ESF 4,0,2026-08-01
701004,CICRANO ALBUQUERQUE XAVIER,1967-05-20,MASCULINO,867589953199259,42386413021,(18) 95708-8079,0,2025-10-06 09:20:00,0,0,0001234572,ESF 5,2023-02-05,0001234572,ESF 5,0,2026-08-01
701005,BELTRANA ALBUQUERQUE,1953-10-28,FEMININO,873946714585043,32638593827,(11) 93866-4278,0,2026-06-29 15:45:00,0,0,0001234568,ESF 2,2026-01-19,0001234568,ESF 2,1,2026-08-01
701006,BELTRANA ORNELAS VALADARES,2022-09-18,FEMININO,790365321328541,53317101408,(19) 93249-4229,0,2024-10-11 12:50:00,0,0,0001234570,ESF 4,2026-04-09,0001234570,ESF 4,2,2026-08-01
701007,BELTRANA DE CARVALHO,1969-03-03,FEMININO,748701846581318,35244369351,(15) 95808-3433,0,2026-01-08 09:10:00,0,0,0001234573,ESF 7,2026-06-13,0001234573,ESF 7,1,2026-08-01
701008,FULANO VALADARES DA SAMPAIO,1988-06-08,MASCULINO,704566897081034,78325773805,(19) 93887-6548,0,2025-08-30 13:40:00,0,0,0001234571,ESF 5,2025-01-05,0001234571,ESF 5,0,2026-08-01
701009,CICRANO TAVARES FONTOURA,1942-06-19,MASCULINO,850233564638979,90466656905,(11) 92878-7940,0,2025-10-09 16:45:00,1,0,0001234570,ESF 4,2026-02-21,0001234570,ESF 4,4,2026-08-01
701010,BELTRANA GALVAO,1940-01-17,FEMININO,892109317731100,20478067047,(16) 94956-5471,0,2025-06-09 10:10:00,1,0,0001234571,ESF 5,2026-03-26,0001234571,ESF 5,3,2026-08-01
701011,FULANA TAVARES MESQUITA,1987-11-05,FEMININO,791533166058372,68779900489,(14) 99379-2067,0,2025-04-13 12:00:00,0,0,0001234571,ESF 5,2026-06-23,0001234571,ESF 5,2,2026-08-01
701012,CICRANA FURTADO GUIMARAES,2004-09-03,FEMININO,746983662976402,68258468333,(12) 92198-3867,0,2025-11-13 11:30:00,0,0,0001234568,ESF 2,2025-12-03,0001234568,ESF 2,3,2026-08-01
701013,BELTRANO REZENDE CARVALHO,1999-04-14,MASCULINO,800756816837019,55246531059,(11) 91333-7470,0,2025-03-21 12:50:00,0,0,0001234572,ESF 5,2025-04-21,0001234572,ESF 5,0,2026-08-01
701014,CICRANO VASCONCELOS MESQUITA,1939-02-15,MASCULINO,717395744011243,74928886276,(16) 99291-7086,0,2026-07-01 08:30:00,0,0,0001234569,ESF 3,2025-11-19,0001234569,ESF 3,1,2026-08-01
701015,CICRANA GUIMARAES MESQUITA,1964-08-27,FEMININO,803325807678578,85899286670,(14) 98394-1344,0,2025-01-07 13:20:00,0,0,0001234571,ESF 5,2026-05-18,0001234571,ESF 5,1,2026-08-01
701016,,2015-01-06,MASCULINO,772275849288015,14806061388,(14) 98446-3082,0,2025-07-15 10:50:00,0,0,0001234569,ESF 3,2026-05-12,0001234569,ESF 3,1,2026-08-01
701017,CICRANA ORNELAS SALGADO,1990-01-21,FEMININO,735594699116154,15460464707,(11) 98953-9273,0,2026-07-20 08:30:00,0,0,0001234569,ESF 3,2024-02-01,0001234569,ESF 3,0,2026-08-01
701018,FULANA GUIMARAES DOS ESTEVES,2015-12-10,FEMININO,886920378621048,25979470094,(17) 95664-9574,0,2024-10-13 11:50:00,0,0,0001234572,ESF 5,2026-03-13,0001234572,ESF 5,2,2026-08-01
701019,BELTRANO MARINHO,1965-02-24,MASCULINO,839864040523013,85832647751,(19) 93097-7082,0,2026-05-17 12:15:00,0,0,0001234571,ESF 5,2025-09-16,0001234571,ESF 5,1,2026-08-01
701020,FULANA ZAMBONI DA TAVARES,1947-05-28,FEMININO,839953167919989,88534251488,(15) 91333-6297,0,2025-04-09 15:30:00,0,0,0001234569,ESF 3,2024-05-09,0001234569,ESF 3,0,2026-08-01
701021,TESTE PEC,1939-07-16,FEMININO,717204562020570,22629013929,(11) 94502-4926,0,2026-02-21 09:40:00,0,0,0001234571,ESF 5,2026-07-15,0001234571,ESF 5,2,2026-08-01
701022,CICRANA DELGADO DA MESQUITA,1943-11-04,FEMININO,892433286444880,46554000489,(13) 94688-4645,0,2026-07-29 13:15:00,0,0,0001234572,ESF 5,2025-09-18,0001234572,ESF 5,4,2026-08-01
701023,CICRANO SALGADO,1961-03-13,MASCULINO,863615652940516,69193688891,(18) 99336-6417,0,2025-10-30 13:00:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
701024,SICRANA SALGADO DOS SAMPAIO,1981-04-26,FEMININO,770574035843876,19390201820,(15) 94245-9114,0,2026-04-18 09:00:00,0,0,0001234572,ESF 5,2024-02-16,0001234572,ESF 5,0,2026-08-01
701025,BELTRANO JARDIM FURTADO,1953-04-19,MASCULINO,795681732217326,87743172610,(19) 91862-4049,0,2024-12-15 10:10:00,0,0,0001234570,ESF 4,2023-02-16,0001234570,ESF 4,0,2026-08-01
701026,CICRANA ESCOBAR,2007-02-19,FEMININO,744974257968468,80443881333,(11) 93686-2973,0,2025-03-17 09:45:00,0,0,0001234567,ESF  1 ,2025-03-19,0001234567,ESF  1 ,0,2026-08-01
701027,SICRANO VALADARES DOS TAVARES,1960-07-01,MASCULINO,799545409611468,11845648928,(14) 94814-6657,0,2025-02-02 14:00:00,0,0,0001234572,ESF 5,2023-04-01,0001234572,ESF 5,0,2026-08-01
